camera,day,frame_file,timestamp,person_count
balcony,day1,balcony_day1_18-15-18.jpg,18:15:18,3
balcony,day1,balcony_day1_18-15-21.jpg,18:15:21,1
balcony,day1,balcony_day1_18-15-24.jpg,18:15:24,6
balcony,day1,balcony_day1_18-15-27.jpg,18:15:27,3
balcony,day1,balcony_day1_18-15-30.jpg,18:15:30,3
balcony,day1,balcony_day1_18-15-33.jpg,18:15:33,3
balcony,day1,balcony_day1_18-15-36.jpg,18:15:36,2
balcony,day1,balcony_day1_18-15-39.jpg,18:15:39,5
balcony,day1,balcony_day1_18-15-42.jpg,18:15:42,4
balcony,day1,balcony_day1_18-15-48.jpg,18:15:48,3
balcony,day1,balcony_day1_18-15-51.jpg,18:15:51,2
balcony,day1,balcony_day1_18-15-54.jpg,18:15:54,4
balcony,day1,balcony_day1_18-15-57.jpg,18:15:57,5
balcony,day1,balcony_day1_18-16-00.jpg,18:16:00,2
balcony,day1,balcony_day1_18-16-03.jpg,18:16:03,4
balcony,day1,balcony_day1_18-16-06.jpg,18:16:06,5
balcony,day1,balcony_day1_18-16-09.jpg,18:16:09,5
balcony,day1,balcony_day1_18-16-12.jpg,18:16:12,5
balcony,day1,balcony_day1_18-16-15.jpg,18:16:15,3
balcony,day1,balcony_day1_18-16-18.jpg,18:16:18,3
balcony,day1,balcony_day1_18-16-21.jpg,18:16:21,2
balcony,day1,balcony_day1_18-16-24.jpg,18:16:24,2
balcony,day1,balcony_day1_18-16-27.jpg,18:16:27,2
balcony,day1,balcony_day1_18-16-30.jpg,18:16:30,2
balcony,day1,balcony_day1_18-16-33.jpg,18:16:33,2
balcony,day1,balcony_day1_18-16-36.jpg,18:16:36,3
balcony,day1,balcony_day1_18-16-39.jpg,18:16:39,6
balcony,day1,balcony_day1_18-16-42.jpg,18:16:42,3
balcony,day1,balcony_day1_18-16-45.jpg,18:16:45,5
balcony,day1,balcony_day1_18-16-48.jpg,18:16:48,5
balcony,day1,balcony_day1_18-16-51.jpg,18:16:51,5
balcony,day1,balcony_day1_18-16-54.jpg,18:16:54,10
balcony,day1,balcony_day1_18-16-57.jpg,18:16:57,6
balcony,day1,balcony_day1_18-17-00.jpg,18:17:00,5
balcony,day1,balcony_day1_18-17-03.jpg,18:17:03,7
balcony,day1,balcony_day1_18-17-06.jpg,18:17:06,7
balcony,day1,balcony_day1_18-17-09.jpg,18:17:09,13
balcony,day1,balcony_day1_18-17-12.jpg,18:17:12,7
balcony,day1,balcony_day1_18-17-15.jpg,18:17:15,10
balcony,day1,balcony_day1_18-17-18.jpg,18:17:18,10
balcony,day1,balcony_day1_18-17-21.jpg,18:17:21,12
balcony,day1,balcony_day1_18-17-24.jpg,18:17:24,12
balcony,day1,balcony_day1_18-17-27.jpg,18:17:27,10
balcony,day1,balcony_day1_18-17-30.jpg,18:17:30,10
balcony,day1,balcony_day1_18-17-33.jpg,18:17:33,10
balcony,day1,balcony_day1_18-17-36.jpg,18:17:36,10
balcony,day1,balcony_day1_18-17-39.jpg,18:17:39,10
balcony,day1,balcony_day1_18-17-42.jpg,18:17:42,7
balcony,day1,balcony_day1_18-17-45.jpg,18:17:45,6
balcony,day1,balcony_day1_18-17-48.jpg,18:17:48,6
balcony,day1,balcony_day1_18-17-51.jpg,18:17:51,8
balcony,day1,balcony_day1_18-17-54.jpg,18:17:54,10
balcony,day1,balcony_day1_18-17-57.jpg,18:17:57,10
balcony,day1,balcony_day1_18-18-00.jpg,18:18:00,8
balcony,day1,balcony_day1_18-18-03.jpg,18:18:03,14
balcony,day1,balcony_day1_18-18-06.jpg,18:18:06,15
balcony,day1,balcony_day1_18-18-09.jpg,18:18:09,11
balcony,day1,balcony_day1_18-18-12.jpg,18:18:12,13
balcony,day1,balcony_day1_18-18-15.jpg,18:18:15,13
balcony,day1,balcony_day1_18-18-18.jpg,18:18:18,13
balcony,day1,balcony_day1_18-18-21.jpg,18:18:21,14
balcony,day1,balcony_day1_18-18-24.jpg,18:18:24,6
balcony,day1,balcony_day1_18-18-27.jpg,18:18:27,4
balcony,day1,balcony_day1_18-18-30.jpg,18:18:30,4
balcony,day1,balcony_day1_18-18-33.jpg,18:18:33,4
balcony,day1,balcony_day1_18-18-36.jpg,18:18:36,5
balcony,day1,balcony_day1_18-18-39.jpg,18:18:39,7
balcony,day1,balcony_day1_18-18-42.jpg,18:18:42,6
balcony,day1,balcony_day1_18-18-45.jpg,18:18:45,5
balcony,day1,balcony_day1_18-18-48.jpg,18:18:48,5
balcony,day1,balcony_day1_18-18-51.jpg,18:18:51,8
balcony,day1,balcony_day1_18-18-54.jpg,18:18:54,7
balcony,day1,balcony_day1_18-18-57.jpg,18:18:57,9
balcony,day1,balcony_day1_18-19-00.jpg,18:19:00,7
balcony,day1,balcony_day1_18-19-03.jpg,18:19:03,6
balcony,day1,balcony_day1_18-19-06.jpg,18:19:06,3
balcony,day1,balcony_day1_18-19-09.jpg,18:19:09,11
balcony,day1,balcony_day1_18-19-12.jpg,18:19:12,12
balcony,day1,balcony_day1_18-19-15.jpg,18:19:15,8
balcony,day1,balcony_day1_18-19-18.jpg,18:19:18,10
balcony,day1,balcony_day1_18-19-21.jpg,18:19:21,6
balcony,day1,balcony_day1_18-19-24.jpg,18:19:24,6
balcony,day1,balcony_day1_18-19-27.jpg,18:19:27,6
balcony,day1,balcony_day1_18-19-30.jpg,18:19:30,15
